movie,genres
Winning,"['Action', 'Drama', 'Sport']"
In My Country,"['Drama', 'Romance']"
Mac and Me,"['Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Follow Me,"['Horror', 'Thriller']"
Chronicle of the Raven,"['Horror', 'Mystery', 'Thriller']"
Bang the Drum Slowly,"['Drama', 'Sport']"
The Trigger Effect,"['Drama', 'Thriller']"
A Few Good Men,"['Drama', 'Thriller']"
Grand Hotel,"['Crime', 'Drama', 'Mystery']"
Babylon 5: Thirdspace,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Storm Riders,['Documentary']
Princess Nine,"['Animation', 'Drama', 'Family', 'Romance', 'Sport']"
Arthur Makes the Team,"['Animation', 'Comedy', 'Drama', 'Family']"
Wolfen,"['Horror', 'Thriller']"
Night and Day,"['Action', 'Adventure', 'Comedy']"
Jimmy Hollywood,"['Crime', 'Comedy', 'Drama']"
P.U.N.K.S.,"['Comedy', 'Sci-Fi']"
Vacuuming Completely Nude in Paradise,"['Comedy', 'Drama']"
Juliet in Love,"['Drama', 'Romance']"
Camelot,"['Drama', 'Fantasy', 'History']"
Christina Aguilera: Stripped: Live in the UK,"['Documentary', 'Music']"
The Fairy Faith,['Documentary']
The Battle of the Bulge: World War II's Deadliest Battle,"['Documentary', 'Biography', 'History']"
Laserblast,"['Horror', 'Sci-Fi']"
Baraka,"['Drama', 'Fantasy']"
Emmanuelle on Taboo Island,['Drama']
The Wind Will Carry Us,['Drama']
A Force of One,"['Action', 'Crime', 'Drama', 'Thriller']"
Dark Shadows: Vol. 8,"['Comedy', 'Fantasy', 'Horror']"
Chori Chori Chupke Chupke,"['Drama', 'Musical', 'Romance']"
Sweet Liberty,['Comedy']
A Decade Under the Influence,['Documentary']
The Everlasting Secret Family,"['Drama', 'Romance']"
I'm Not Rappaport,['Comedy']
Highlander,"['Action', 'Adventure', 'Fantasy']"
High School Boot Camp,['Documentary']
Touch of Pink,"['Drama', 'Comedy', 'Romance']"
American Splendor,"['Biography', 'Comedy', 'Drama']"
Walt: The Man Behind the Myth,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
Fresh,"['Crime', 'Drama', 'Thriller']"
Drop Squad,['Drama']
Old School,['Comedy']
The Child I Never Was,"['Crime', 'Drama']"
Stardust Memories,"['Comedy', 'Drama']"
Donovan's Brain,"['Sci-Fi', 'Horror']"
Corrina,"['Comedy', 'Drama', 'Romance']"
You'll Never Get Rich,"['Comedy', 'Family']"
With or Without You,"['Drama', 'Romance']"
The Girl from Paris,"['Comedy', 'Drama']"
Dream a Little Dream,"['Comedy', 'Drama', 'Romance']"
El Cid,"['Adventure', 'Biography', 'Drama', 'History', 'Romance', 'War']"
The Pornographers,"['Comedy', 'Drama']"
Dirty Harry,"['Action', 'Crime', 'Thriller']"
They Call Me Sirr,"['Biography', 'Drama', 'Sport']"
Will & Grace: Season 1,['Talk-Show']
Homework,"['Drama', 'Romance']"
The Greatest American Hero: Season 1,"['Adventure', 'Comedy', 'Sci-Fi']"
An American Tail: The Treasures of Manhatttan Island,"['Animation', 'Adventure', 'Family']"
Sherlock Holmes: The Woman in Green,"['Drama', 'Mystery']"
Water Drops On Burning Rocks,"['Comedy', 'Drama', 'Romance']"
Haibane-Renmei,"['Animation', 'Drama', 'Fantasy']"
Mona Lisa,"['Crime', 'Drama', 'Romance']"
Uncovered: The War on Iraq,"['Documentary', 'History', 'War']"
Teenage Mutant Ninja Turtles,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Napoleon,"['Biography', 'Drama', 'History', 'War']"
End of the Line,"['Crime', 'Drama', 'Thriller']"
Eating Raoul,"['Comedy', 'Crime']"
Animal Attraction,"['Comedy', 'Romance']"
Magnolia,['Drama']
Guadalcanal Diary,"['Drama', 'War']"
Gods and Generals,"['Biography', 'Drama', 'History', 'War']"
Double Agent 73,['Action']
Hi Life,['Drama']
The Trial of Old Drum,"['Drama', 'Adventure', 'Family']"
Trail of a Serial Killer,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Cannibal Holocaust,"['Adventure', 'Horror']"
Eddie Griffin: Voodoo Child,"['Documentary', 'Comedy']"
Casa de los Babys,['Drama']
Madeline at the Eiffel Tower,"['Animation', 'Family']"
Effi Briest,"['Drama', 'History']"
Andre,"['Adventure', 'Drama', 'Family']"
Poison Ivy: The New Seduction,"['Drama', 'Thriller']"
Men With Brooms,"['Comedy', 'Drama', 'Romance', 'Sport']"
Eve of Destruction,"['Action', 'Sci-Fi', 'Thriller']"
Confidence,"['Crime', 'Thriller']"
In The Woods,"['Drama', 'Mystery', 'Romance']"
Crazy Mama,"['Action', 'Comedy', 'Drama', 'Crime']"
Horatio's Drive: America's First Road Trip,"['Documentary', 'Adventure', 'History']"
Candy Land: The Great Lollipop Adventure,"['Animation', 'Adventure', 'Family', 'Musical']"
Face/Off,"['Action', 'Crime', 'Sci-Fi', 'Thriller']"
The Matrix: Revisited,['Documentary']
Jawbreaker,"['Comedy', 'Crime', 'Thriller']"
The Perfect Husband,"['Drama', 'Horror', 'Thriller']"
Happy,"['Drama', 'Romance']"
Above Suspicion,"['Action', 'Crime', 'Thriller']"
With Six You Get Eggroll,"['Comedy', 'Drama', 'Family', 'Romance']"
Inspector Morse 2: The Silent World of Nicholas Quinn,['Mystery']
Super Mario Bros: Mario Mania,"['Short', 'Comedy', 'Talk-Show']"
Brannigan,"['Action', 'Comedy', 'Crime']"
Shalako,['Western']
Guantanamera,"['Comedy', 'Drama']"
Undead,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Dreams of Flight: Space,['Documentary']
Jamie Foxx: Straight from the Foxxhole,"['Documentary', 'Comedy']"
Category 6: Day of Destruction,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
Dopamine,"['Comedy', 'Drama', 'Romance']"
The Sisterhood of the Traveling Pants,"['Comedy', 'Drama', 'Romance']"
The Innocents,"['Drama', 'Horror', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
Maybe Baby,"['Comedy', 'Drama', 'Romance']"
Primary,"['Crime', 'Mystery', 'Thriller']"
Blast from the Past,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']"
Serial Killers: Profiling the Criminal Mind,['Documentary']
The Grinch,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Supercop,"['Action', 'Comedy', 'Crime', 'Thriller']"
Blow,"['Biography', 'Crime', 'Drama']"
The Exorcist,['Horror']
Bring It On Again,"['Comedy', 'Sport']"
Back to the Secret Garden,"['Adventure', 'Family', 'Fantasy']"
Brian's Song,"['Biography', 'Drama', 'Sport']"
The Hardy Boys Nancy Drew Mysteries: Season 1,"['Family', 'Mystery']"
Vans Warped Tour 2002,['Talk-Show']
Master of Disaster,['Reality-TV']
Dragon Ball Z: Broly's Second Coming,"['Animation', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']"
The Grass Harp,"['Drama', 'Comedy']"
Garfield and Friends: Vol. 1,"['Animation', 'Comedy', 'Family']"
The Dead Next Door,['Horror']
The Saragossa Manuscript,"['Comedy', 'Drama', 'Fantasy']"
Communion,"['Horror', 'Mystery', 'Thriller']"
Horns and Halos,['Documentary']
The Chase,"['Crime', 'Drama', 'Thriller']"
Charlotte's Web 2: Wilbur's Great Adventure,"['Animation', 'Adventure', 'Family', 'Musical']"
A Good Night to Die,"['Action', 'Comedy', 'Thriller']"
Andrew Dice Clay: Dice Rules!,"['Game-Show', 'Reality-TV']"
Red Siren,"['Crime', 'Thriller', 'Action']"
Pursued,"['Action', 'Crime', 'Drama', 'Thriller']"
Traveller,"['Crime', 'Drama', 'Romance']"
Kuch Naa Kaho,"['Drama', 'Romance']"
The Rifleman: Collection 3,['Music']
A Delicate Balance,['Drama']
Paradise,"['Adventure', 'Romance']"
Paul Simon: You're the One: In Concert from Paris,['Music']
Classic Albums: The Grateful Dead: Anthem to Beauty,"['Documentary', 'Music']"
Armitage III: Poly-Matrix,"['Animation', 'Action', 'Sci-Fi', 'Thriller']"
Our Town,"['Drama', 'Romance']"
Maverick,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Western']"
Sarah Brightman: One Night in Eden,['Music']
One Missed Call,"['Horror', 'Mystery']"
Jubei Chan the Ninja Girl: Secret of the Lovely Eyepatch,"['Animation', 'Action', 'Comedy', 'Drama', 'Family', 'Fantasy']"
Route 666,"['Action', 'Horror', 'Thriller']"
7 Girls: White Knuckle Extreme,"['Documentary', 'Sport']"
When Boys Fly,['Documentary']
Tangled,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
Dead Sexy,['Comedy']
Genghis Blues,['Documentary']
Mystery Science Theater 3000: Hamlet,"['Comedy', 'Sci-Fi']"
Major League Baseball: All Century Team,"['Documentary', 'History', 'Sport']"
C.I.D,"['Action', 'Drama', 'Romance']"
God Told Me To,"['Crime', 'Horror', 'Sci-Fi', 'Mystery', 'Thriller']"
Secrets of War: The Gulf War,"['Documentary', 'War']"
The Adventures of Robin Hood,"['Action', 'Adventure', 'Romance']"
The Thin Blue Line,"['Comedy', 'Crime']"
MTV: The Real World You Never Saw: Paris,['Documentary']
Dark Command,"['Drama', 'Romance', 'Western']"
One Way Out,"['Action', 'Crime', 'Drama']"
Totally Spies,"['Animation', 'Action', 'Adventure', 'Comedy', 'Mystery']"
Hud,['Drama']
XX/XY,"['Drama', 'Romance']"
McQ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Little Richard,"['Biography', 'Drama', 'Music']"
No Way to Treat a Lady,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Withnail and I,"['Comedy', 'Drama']"
I Am a Promise: The Children of Stanton Elementary School,['Documentary']
Highlander 2: Renegade Version,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']"
Agent Cody Banks 2: Destination London,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']"
Law & Order: Season 1,"['News', 'Talk-Show']"
Bell,"['Short', 'Music']"
My First Mister,"['Comedy', 'Drama', 'Romance']"
How to Beat the High Cost of Living,"['Comedy', 'Crime']"
Scanners,"['Horror', 'Sci-Fi', 'Thriller']"
Blue Car,['Drama']
Drunken Angel,"['Crime', 'Drama', 'Romance', 'Thriller']"
Book of Babes: Bare Wench 2,"['Comedy', 'Horror']"
Sweet and Lowdown,"['Comedy', 'Drama', 'Music']"
Show Me Love,"['Comedy', 'Drama', 'Romance']"
What's Cooking?,"['Comedy', 'Drama', 'Romance']"
Tombstone,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'Western']"
Water's Edge,"['Drama', 'Thriller']"
Ah! My Goddess,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
The Amazing Panda Adventure,"['Adventure', 'Drama', 'Family']"
A Prayer for the Dying,"['Action', 'Crime', 'Drama', 'Thriller']"
All About You,"['Comedy', 'Drama', 'Romance']"
Titanic,"['Drama', 'Romance']"
Mondo Cane,"['Documentary', 'Horror']"
That's So Raven: Supernaturally Stylish,['Comedy']
Anger Management,['Comedy']
The Omega Man,"['Action', 'Sci-Fi', 'Thriller']"
Human Tornado,"['Action', 'Comedy', 'Drama', 'Musical']"
Air Bud: Golden Receiver,"['Comedy', 'Family', 'Sport']"
Little House on the Prairie: Season 5,"['Drama', 'Family', 'Romance', 'Western']"
Paid in Full,"['Action', 'Crime', 'Drama']"
Take the Money and Run,"['Comedy', 'Crime']"
Dark Blue World,"['War', 'Drama', 'Action', 'Romance']"
When a Man Loves a Woman,"['Drama', 'Romance']"
The Future is Wild,"['Documentary', 'Animation', 'Sci-Fi']"
Dil Hai Tumhaara,"['Drama', 'Romance']"
Show Boat,"['Drama', 'Family', 'Musical', 'Romance']"
Brideshead Revisited,"['Drama', 'Romance']"
Emile,['Drama']
Ikki Tousen,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Thriller']"
Days of Thunder,"['Action', 'Drama', 'Sport']"
The Mad Adventures of Rabbi Jacob,"['Adventure', 'Comedy', 'Crime']"
Love and Death,"['Adventure', 'Western']"
WWE: Unforgiven 2003,['Action']
Pumping Iron,"['Documentary', 'Sport']"
42 Up,"['Documentary', 'Biography']"
Metro,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Hatred of a Minute,"['Crime', 'Horror', 'Romance', 'Thriller']"
The Bishop's Wife,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Chicken Run,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']"
Losing Isaiah,['Drama']
Le Trou,"['Crime', 'Drama', 'Thriller']"
Reboot: My Two Bobs,['Animation']
SpongeBob SquarePants: Sponge for Hire,"['Animation', 'Comedy', 'Family', 'Fantasy']"
Megadeth: Rude Awakening,"['Documentary', 'Music']"
The Twilight Zone: Vol. 11,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Dangerous Game,['Drama']
Out of Time,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Hated - G.G. Allin & the Murder Junkies,"['Documentary', 'Biography', 'Music']"
Family of Cops 2,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
My Life So Far,"['Biography', 'Comedy', 'Drama']"
JFK: A Presidency Revealed,['Documentary']
The Beatles: Magical Mystery Tour,"['Comedy', 'Fantasy', 'Musical']"
The Tuxedo,"['Action', 'Comedy', 'Sci-Fi']"
The Tigger Movie,"['Animation', 'Comedy', 'Drama', 'Family', 'Musical']"
Agent Aika,"['Animation', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']"
Shake,"['Comedy', 'Drama', 'Romance']"
The Wiggles: LIVE Hot Potatoes,"['Family', 'Music']"
AD Police: To Protect & Serve,['Animation']
Albino Alligator,"['Crime', 'Drama', 'Thriller']"
The Garden of the Finzi-Continis,"['Drama', 'History', 'War']"
Midsomer Murders: Death and Dreams,"['Crime', 'Drama', 'Mystery']"
Seven Up / 7 Plus Seven,"['Documentary', 'Biography']"
Dragon Ball Z: Perfect Cell,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']"
The Donner Party: American Experience,"['Comedy', 'Talk-Show']"
Hope Springs,"['Comedy', 'Drama', 'Romance']"
The Return of Swamp Thing,"['Sci-Fi', 'Horror', 'Comedy', 'Action', 'Adventure']"
Mr. Show: Season 1,['Talk-Show']
Kagemusha,"['Drama', 'History', 'War']"
Bridget Jones: The Edge of Reason,"['Comedy', 'Drama', 'Romance']"
The Cassandra Crossing,"['Drama', 'Thriller']"
Mummy's Kiss,"['Fantasy', 'Horror', 'Romance']"
Licence to Kill,"['Action', 'Adventure', 'Thriller']"
Mohabbat,['Romance']
Indiana Jones and the Last Crusade,"['Action', 'Adventure']"
Battle of the Planets,"['Animation', 'Action', 'Adventure', 'Sci-Fi']"
Stevie Ray Vaughan and Double Trouble: Live at the El Mocambo 1983,['Music']
Control Factor,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Speedway,"['Comedy', 'Musical']"
Clapton Chronicles: The Best of Eric Clapton,['Music']
The Indian Runner,['Drama']
Sounder,"['Drama', 'Family']"
Inspector Gadget's Last Case,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi']"
My Wife Maurice,['Comedy']
U.S. Seals 2,"['Action', 'Adventure']"
Riding in Vans with Boys,"['Documentary', 'Music']"
Brimstone & Treacle,"['Drama', 'Thriller']"
Revenge,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Murderous Maids,"['Biography', 'Crime', 'Drama']"
Donnie Darko,"['Drama', 'Sci-Fi', 'Thriller']"
The Little Vampire,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Mr. Toad's Wild Ride,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Directors: David Cronenberg,"['Documentary', 'Biography']"
The Idiots,"['Comedy', 'Drama']"
Dimples,"['Family', 'Musical']"
Tom and Jerry: The Fast and the Furry,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sport']"
The Human Stain,"['Drama', 'Romance', 'Thriller']"
Sharky's Machine,"['Action', 'Crime', 'Drama', 'Thriller']"
Dracula Has Risen from the Grave,"['Drama', 'Fantasy', 'Horror', 'Romance']"
Daughter of Dr. Jekyll,"['Fantasy', 'Horror']"
Stepfather II,"['Horror', 'Thriller']"
The Black Stallion Returns,"['Adventure', 'Family']"
Paul Simon: Graceland: The African Concert,"['Documentary', 'Music']"
Garfield: The Movie,"['Animation', 'Comedy', 'Family', 'Fantasy']"
The 2000 Year Old Man,"['Animation', 'Comedy']"
Oliver Twist,"['Crime', 'Drama']"
Lancelot of the Lake,"['Drama', 'Fantasy', 'Romance']"
The Wolves of Kromer,"['Fantasy', 'Horror', 'Comedy', 'Romance']"
Conceiving Ada,"['Drama', 'Fantasy', 'Sci-Fi']"
Rugrats: Tales from the Crib: Snow White,"['Animation', 'Adventure', 'Comedy', 'Family']"
Police Academy 7: Mission to Moscow,"['Comedy', 'Crime']"
Emma,"['Comedy', 'Drama', 'Romance']"
The Smashing Machine,"['Documentary', 'Sport']"
Fail-Safe,"['Drama', 'Thriller']"
Kingpin,"['Comedy', 'Sport']"
The Incubus,"['Horror', 'Thriller']"
Charles Manson Superstar,"['Documentary', 'Biography', 'Crime']"
Men in War,"['Action', 'Drama', 'War']"
Little Caesar,"['Action', 'Crime', 'Drama', 'Romance']"
Murder at 1600,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Halloween,"['Horror', 'Thriller']"
Bite the Bullet,"['Comedy', 'Drama']"
Revenge of the Ninja,"['Action', 'Crime', 'Drama', 'Thriller']"
Teenage Mutant Ninja Turtles (1980s),"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Wimbledon,"['Comedy', 'Romance', 'Sport']"
Quicksilver,"['Crime', 'Drama', 'Thriller']"
Monte Walsh,"['Romance', 'Western']"
Broken Lance,"['Adventure', 'Western']"
The Three Stooges: Stop,"['Comedy', 'Family']"
Killing Mr. Griffin,"['Thriller', 'Drama']"
The First Power,"['Crime', 'Horror', 'Thriller']"
High Roller: The Stu Ungar Story,"['Biography', 'Drama']"
Big Shot: Confessions of a Campus Bookie,['Drama']
Faerie Tale Theatre: Rumpelstiltskin,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
The Lost World: Season 1,"['Comedy', 'Talk-Show']"
Before and After,"['Crime', 'Drama', 'Mystery']"
Depeche Mode: Devotional,"['Documentary', 'Music']"
Number 17,"['Crime', 'Mystery', 'Thriller']"
Bandits,"['Comedy', 'Crime', 'Drama', 'Romance']"
Mujhse Shaadi Karogi,"['Comedy', 'Drama', 'Musical', 'Romance']"
Charlotte Sometimes,"['Drama', 'Romance']"
My Favorite Martian: The Movie,"['Documentary', 'Short']"
Beautiful,"['Drama', 'Romance']"
Dragon Ball Z: Vol. 17: Super Saiyan,"['Animation', 'Action', 'Sci-Fi']"
The Nick & Jessica Variety Hour,"['Comedy', 'Music']"
Confessions of a Dangerous Mind,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Just Do It,"['Comedy', 'Romance']"
3-Iron,"['Crime', 'Drama', 'Romance']"
Pitch,"['Drama', 'Sport']"
Drift,['Drama']
South Park: Winter Wonderland,['Reality-TV']
The Cult: Live Cult: Music Without Fear,['Music']
Bang Bang You're Dead,"['Crime', 'Drama', 'Thriller']"
Gang Tapes,"['Crime', 'Drama']"
Lamerica,['Drama']
Sakura Wars: The Movie,"['Animation', 'Action', 'Adventure', 'Sci-Fi']"
Rough Magic,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
Belonging,"['Crime', 'Drama', 'Romance']"
If Lucy Fell,"['Comedy', 'Romance']"
Dentist,"['Animation', 'Short']"
Return to Oz,"['Adventure', 'Family', 'Fantasy', 'Horror', 'Mystery']"
Montana,['Western']
Nurse Betty,"['Comedy', 'Crime', 'Drama', 'Romance']"
Even Cowgirls Get the Blues,"['Comedy', 'Drama', 'Romance', 'Western']"
The North Avenue Irregulars,"['Action', 'Comedy', 'Crime', 'Family']"
Always,"['Fantasy', 'Romance']"
True Crime,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Quarrel,['Drama']
The Last Round: Chuvalo vs. Ali,['Documentary']
Dark Water,"['Drama', 'Horror', 'Mystery']"
The Crocodile Hunter,"['Documentary', 'Action', 'Adventure', 'Family', 'Reality-TV']"
Dune,"['Adventure', 'Drama', 'Sci-Fi']"
Forbidden Homework,"['Comedy', 'Drama']"
Let's Do It Again,"['Action', 'Comedy', 'Crime']"
I Don't Know Jack,"['Documentary', 'Biography']"
Nightwatch,['Thriller']
Taking Care of Business,['Comedy']
Akira Kurosawa's Dreams,"['Drama', 'Fantasy']"
Love Me or Leave Me,"['Biography', 'Drama', 'Music', 'Romance']"
Peacock King,"['Action', 'Adventure', 'Fantasy', 'Horror']"
Two Women,"['Drama', 'War']"
Cirque du Soleil: Journey of Man: IMAX,"['Short', 'Drama', 'Family', 'Fantasy', 'Musical']"
Trixie,"['Comedy', 'Crime', 'Mystery', 'Romance']"
Flipper,"['Adventure', 'Drama', 'Family']"
A Song for Martin,"['Drama', 'Music', 'Romance']"
High School High,"['Comedy', 'Crime', 'Romance']"
The Face: Jesus in Art,['Documentary']
One Crazy Summer,"['Comedy', 'Romance']"
Nostradamus,"['Biography', 'Drama']"
Fear of a Black Hat,"['Comedy', 'Music']"
David Bowie: The Best of Bowie,"['Documentary', 'Music']"
24: Season 2,"['Animation', 'Adventure', 'Comedy', 'Family']"
Doctor Who: Seeds of Death,"['Adventure', 'Drama', 'Family', 'Sci-Fi']"
Meet the Parents,"['Comedy', 'Romance']"
NFL: Super Bowl XXXIX,['Sport']
A Talk with Hitchcock,['Documentary']
Gun Crazy,"['Crime', 'Drama', 'Film-Noir', 'Romance', 'Thriller']"
Venus Rising,"['Comedy', 'Crime', 'Romance']"
No Deposit No Return,"['Short', 'Drama']"
Carlito's Way: Rise to Power,"['Action', 'Crime', 'Drama', 'Thriller']"
Storytelling,"['Comedy', 'Drama', 'Romance']"
X: The Unheard Music,"['Documentary', 'Music']"
King of the Cage,"['Action', 'Drama', 'Sport']"
The Beach,"['Adventure', 'Drama', 'Romance', 'Thriller']"
Good Men,"['Short', 'Drama']"
Hans Christian Andersen: My Life as a Fairy Tale,"['Adventure', 'Drama', 'Family', 'Fantasy']"
Animal Factory,"['Crime', 'Drama']"
In the Army Now,"['Comedy', 'War']"
Markova,"['Biography', 'Drama', 'History', 'War']"
The Ghost Breakers,"['Comedy', 'Horror', 'Mystery']"
Marnie,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
The Hot,"['Drama', 'Sci-Fi', 'Thriller']"
Children Underground,['Documentary']
Ghost in the Shell 2: Innocence,"['Animation', 'Drama', 'Sci-Fi', 'Thriller']"
Milk Money,"['Comedy', 'Romance']"
Bikini Squad,['Comedy']
Stickmen,['Drama']
Jules and Jim,"['Drama', 'Romance']"
Camille 2000,"['Drama', 'Romance']"
Sesame Street: Elmo's World: Springtime Fun,['Family']
Heart of Light,['Drama']
Campfire,['Drama']
Inbred Rednecks Alien Abduction,"['Adventure', 'Comedy', 'Horror', 'Sci-Fi']"
The Pest,['Comedy']
Kitaro: An Enchanted Evening,"['Documentary', 'Music']"
The Good Thief,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']"
El Lado Oscuro del Corazon II,"['Crime', 'Thriller', 'Drama']"
The Devil's Advocate,"['Drama', 'Mystery', 'Thriller']"
Classic Albums: Steely Dan: Aja,"['Documentary', 'Music']"
Booty Call,"['Comedy', 'Romance']"
All Dogs Go to Heaven,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
The Mighty Ducks,"['Comedy', 'Drama', 'Family', 'Sport']"
Dick,['Comedy']
The New Guy,['Comedy']
Secret Ballot,"['Comedy', 'Drama']"
Discovering Hawaii,"['Drama', 'Documentary']"
Save the Tiger,['Drama']
Taboo Tuesday,['Sport']
Sweet Revenge,"['Comedy', 'Romance']"
Vertical Frontier,"['Documentary', 'History']"
Spanking Love,['Drama']
Le Samourai,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Gift of Love,"['Documentary', 'Short']"
Doctor Zhivago,"['Drama', 'Romance', 'War']"
She's the One,"['Comedy', 'Drama', 'Romance']"
Icon,"['Biography', 'Drama', 'Sport']"
Gothika,"['Horror', 'Mystery', 'Thriller']"
Saaya,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']"
Next Friday,['Comedy']
Love's Labour's Lost,"['Romance', 'Comedy', 'Musical']"
Philadelphia,['Comedy']
Lexx: Series 3,"['Animation', 'Short']"
Les Girls,['Comedy']
Saving Private Ryan,"['Drama', 'War']"
The Jungle Book,"['Adventure', 'Drama', 'Family', 'Fantasy']"
Street Fighter II V: DVD,"['Animation', 'Action', 'Adventure', 'Drama']"
WWE: Road Warriors,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Cirque du Soleil: Cirque Reinvented,['Fantasy']
Aerosmith: You Gotta Move,['Music']
Killer Elite,"['Action', 'Crime', 'Thriller']"
Battle Beyond the Stars,"['Action', 'Adventure', 'Sci-Fi']"
Making the Misfits,['Music']
Dennis Miller - Live from Washington,['Comedy']
Tremors 3: Back to Perfection,"['Action', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
National Treasure,"['Action', 'Adventure', 'Family', 'Mystery', 'Thriller']"
The World of Apu,['Drama']
The Chronicles of Narnia: The Lion,"['Adventure', 'Family', 'Fantasy']"
Prince: The Hits Collection,"['Documentary', 'Music']"
Maria Full of Grace,"['Crime', 'Drama']"
Read My Lips,"['Crime', 'Drama', 'Romance', 'Thriller']"
Coupling: Season 4,['Comedy']
Kalifornia,"['Crime', 'Drama', 'Thriller']"
Great Expectations,"['Drama', 'Romance']"
Land of the Dead,"['Horror', 'Sci-Fi', 'Thriller']"
King of the Corner,"['Comedy', 'Drama']"
The Rules of the Game,"['Comedy', 'Drama']"
Doppelganger,"['Horror', 'Romance', 'Thriller']"
The Private Life of Henry VIII,"['Biography', 'Comedy', 'Drama', 'History', 'Romance']"
A Christmas Story,"['Comedy', 'Family']"
Cape Fear,"['Crime', 'Thriller']"
In America,['Drama']
How to Steal a Million,"['Comedy', 'Crime', 'Romance']"
Baghban,"['Drama', 'Romance']"
Fat Chance,"['Adventure', 'Comedy']"
Beyond the Da Vinci Code,"['Documentary', 'History']"
Peter Pan,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Bird,"['Biography', 'Drama', 'Music']"
Wire in the Blood: Shadows Rising,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Other People's Money,"['Comedy', 'Drama', 'Romance']"
The A-Team: Season 2,['Comedy']
Dave Matthews Band: The Gorge,"['Documentary', 'Music']"
Pandemic: Facing Aids,['Documentary']
Big Top Pee-Wee,"['Adventure', 'Comedy', 'Romance']"
Chairman of the Board,['Comedy']
Eminem Presents: The Anger Management Tour,"['Documentary', 'Music']"
I Love You,"['Comedy', 'Drama', 'Romance']"
Veronica Guerin,"['Biography', 'Crime', 'Drama', 'Thriller']"
Holy Matrimony,"['Comedy', 'Crime']"
Peter Gabriel: Secret World Live,"['Documentary', 'Music']"
The Road Home,"['Drama', 'History', 'Romance']"
Marc Anthony: Concert from Madison Square Garden,"['Documentary', 'Music']"
Mozart in Salzburg,"['Documentary', 'Music']"
The Negotiator,"['Drama', 'Thriller']"
Following,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Paul Simon: Graceland,"['Documentary', 'Music']"
Seinfeld: Season 3,"['Comedy', 'Music', 'Talk-Show']"
